,country,year,is_female,age,suicides_no,population,suicides/100kpopulation,gdp_for_year,gdp_per_capita,generation
17403,Netherlands,2013,False,5,109.0,485554,22.45,866680000367.0,54510.0,Silent
17404,Netherlands,2013,False,4,409.0,1890352,21.64,866680000367.0,54510.0,Boomers
17405,Netherlands,2013,False,2,137.0,1024168,13.38,866680000367.0,54510.0,Millenials
17406,Netherlands,2013,True,4,186.0,1922945,9.67,866680000367.0,54510.0,Boomers
17407,Netherlands,2013,False,1,93.0,1044562,8.9,866680000367.0,54510.0,Millenials
17408,Netherlands,2013,True,3,209.0,2394702,8.73,866680000367.0,54510.0,Generation X
17409,Netherlands,2013,True,5,59.0,744083,7.93,866680000367.0,54510.0,Silent
17410,Netherlands,2013,True,1,46.0,1009345,4.56,866680000367.0,54510.0,Millenials
17411,Netherlands,2013,True,2,46.0,1014090,4.54,866680000367.0,54510.0,Millenials
17412,Netherlands,2013,False,0,4.0,1002074,0.4,866680000367.0,54510.0,Generation Z
17413,Netherlands,2013,True,0,3.0,956989,0.31,866680000367.0,54510.0,Generation Z
17414,Netherlands,2014,False,3,563.0,2410644,23.35,879635084125.0,55325.0,Generation X
17415,Netherlands,2014,False,4,391.0,1890352,20.68,879635084125.0,55325.0,Boomers
17416,Netherlands,2014,False,5,97.0,485554,19.98,879635084125.0,55325.0,Silent
17417,Netherlands,2014,False,2,117.0,1024168,11.42,879635084125.0,55325.0,Millenials
17418,Netherlands,2014,True,4,197.0,1922945,10.24,879635084125.0,55325.0,Boomers
17419,Netherlands,2014,True,3,228.0,2394702,9.52,879635084125.0,55325.0,Generation X
17420,Netherlands,2014,True,5,61.0,744083,8.2,879635084125.0,55325.0,Silent
17421,Netherlands,2014,False,1,81.0,1044562,7.75,879635084125.0,55325.0,Millenials
17422,Netherlands,2014,True,2,54.0,1014090,5.32,879635084125.0,55325.0,Millenials
17423,Netherlands,2014,True,1,48.0,1009345,4.76,879635084125.0,55325.0,Millenials
17424,Netherlands,2014,True,0,1.0,956989,0.1,879635084125.0,55325.0,Generation Z
17425,Netherlands,2014,False,0,1.0,1002074,0.1,879635084125.0,55325.0,Generation Z
17426,Netherlands,2015,False,5,129.0,523197,24.66,757999453314.0,47206.0,Silent
17427,Netherlands,2015,False,4,418.0,1966083,21.26,757999453314.0,47206.0,Boomers
17428,Netherlands,2015,False,3,499.0,2362263,21.12,757999453314.0,47206.0,Generation X
17429,Netherlands,2015,False,2,146.0,1045012,13.97,757999453314.0,47206.0,Millenials
17430,Netherlands,2015,True,4,220.0,1998082,11.01,757999453314.0,47206.0,Boomers
17431,Netherlands,2015,True,3,211.0,2353550,8.97,757999453314.0,47206.0,Generation X
17432,Netherlands,2015,False,1,89.0,1058675,8.41,757999453314.0,47206.0,Millenials
17433,Netherlands,2015,True,5,55.0,770107,7.14,757999453314.0,47206.0,Silent
17434,Netherlands,2015,True,2,65.0,1030867,6.31,757999453314.0,47206.0,Millenials
17435,Netherlands,2015,True,1,34.0,1018674,3.34,757999453314.0,47206.0,Millenials
17436,Netherlands,2015,True,0,6.0,943082,0.64,757999453314.0,47206.0,Generation Z
17437,Netherlands,2015,False,0,1.0,987750,0.1,757999453314.0,47206.0,Generation Z
17438,Netherlands,2016,False,5,123.0,541327,22.72,777227541581.0,48108.0,Silent
17439,Netherlands,2016,False,4,436.0,2004642,21.75,777227541581.0,48108.0,Boomers
17440,Netherlands,2016,False,3,478.0,2341693,20.41,777227541581.0,48108.0,Generation X
17441,Netherlands,2016,False,2,159.0,1061905,14.97,777227541581.0,48108.0,Millenials
17442,Netherlands,2016,True,5,87.0,781301,11.14,777227541581.0,48108.0,Silent
17443,Netherlands,2016,True,4,209.0,2037375,10.26,777227541581.0,48108.0,Boomers
17444,Netherlands,2016,True,3,217.0,2334777,9.29,777227541581.0,48108.0,Generation X
17445,Netherlands,2016,False,1,77.0,1067719,7.21,777227541581.0,48108.0,Millenials
17446,Netherlands,2016,True,2,65.0,1043372,6.23,777227541581.0,48108.0,Millenials
17447,Netherlands,2016,True,1,35.0,1025443,3.41,777227541581.0,48108.0,Millenials
17448,New Zealand,1985,False,5,18.0,46900,38.38,24950895141.0,8246.0,G.I. Generation
17449,New Zealand,1985,False,4,60.0,235700,25.46,24950895141.0,8246.0,G.I. Generation
17450,New Zealand,1985,False,2,51.0,255400,19.97,24950895141.0,8246.0,Boomers
17451,New Zealand,1985,False,1,60.0,305400,19.65,24950895141.0,8246.0,Generation X
17452,New Zealand,1985,False,3,64.0,371200,17.24,24950895141.0,8246.0,Silent
17453,New Zealand,1985,True,4,26.0,259300,10.03,24950895141.0,8246.0,G.I. Generation
17454,New Zealand,1985,True,3,22.0,364600,6.03,24950895141.0,8246.0,Silent
17455,New Zealand,1985,True,1,15.0,291600,5.14,24950895141.0,8246.0,Generation X
17456,New Zealand,1985,True,2,13.0,259100,5.02,24950895141.0,8246.0,Boomers
17457,New Zealand,1985,True,5,4.0,81500,4.91,24950895141.0,8246.0,G.I. Generation
17458,New Zealand,1985,True,0,3.0,272300,1.1,24950895141.0,8246.0,Generation X
17459,New Zealand,1985,False,0,2.0,282800,0.71,24950895141.0,8246.0,Generation X
17460,New Zealand,1986,False,5,18.0,49400,36.44,30604668357.0,10114.0,G.I. Generation
17461,New Zealand,1986,False,3,100.0,376100,26.59,30604668357.0,10114.0,Silent
17462,New Zealand,1986,False,4,60.0,237900,25.22,30604668357.0,10114.0,G.I. Generation
17463,New Zealand,1986,False,1,68.0,296200,22.96,30604668357.0,10114.0,Generation X
17464,New Zealand,1986,False,2,53.0,258000,20.54,30604668357.0,10114.0,Boomers
17465,New Zealand,1986,True,5,9.0,84000,10.71,30604668357.0,10114.0,G.I. Generation
17466,New Zealand,1986,True,4,27.0,259200,10.42,30604668357.0,10114.0,G.I. Generation
17467,New Zealand,1986,True,3,31.0,373800,8.29,30604668357.0,10114.0,Silent
17468,New Zealand,1986,True,1,23.0,286900,8.02,30604668357.0,10114.0,Generation X
17469,New Zealand,1986,True,2,21.0,262300,8.01,30604668357.0,10114.0,Boomers
17470,New Zealand,1986,True,0,2.0,265700,0.75,30604668357.0,10114.0,Generation X
17471,New Zealand,1986,False,0,2.0,276600,0.72,30604668357.0,10114.0,Generation X
17472,New Zealand,1987,False,5,28.0,51100,54.79,40338594862.0,13238.0,G.I. Generation
17473,New Zealand,1987,False,1,93.0,295500,31.47,40338594862.0,13238.0,Generation X
17474,New Zealand,1987,False,2,79.0,262900,30.05,40338594862.0,13238.0,Boomers
17475,New Zealand,1987,False,4,64.0,238500,26.83,40338594862.0,13238.0,G.I. Generation
17476,New Zealand,1987,False,3,92.0,384800,23.91,40338594862.0,13238.0,Silent
17477,New Zealand,1987,True,5,9.0,86700,10.38,40338594862.0,13238.0,G.I. Generation
17478,New Zealand,1987,True,2,24.0,269900,8.89,40338594862.0,13238.0,Boomers
17479,New Zealand,1987,True,3,28.0,381900,7.33,40338594862.0,13238.0,Silent
17480,New Zealand,1987,True,1,20.0,286500,6.98,40338594862.0,13238.0,Generation X
17481,New Zealand,1987,True,4,18.0,260500,6.91,40338594862.0,13238.0,G.I. Generation
17482,New Zealand,1987,False,0,7.0,269800,2.59,40338594862.0,13238.0,Generation X
17483,New Zealand,1987,True,0,1.0,259000,0.39,40338594862.0,13238.0,Generation X
17484,New Zealand,1988,False,5,20.0,52400,38.17,45493075684.0,14890.0,G.I. Generation
17485,New Zealand,1988,False,1,106.0,291700,36.34,45493075684.0,14890.0,Generation X
17486,New Zealand,1988,False,4,79.0,238700,33.1,45493075684.0,14890.0,G.I. Generation
17487,New Zealand,1988,False,2,72.0,267600,26.91,45493075684.0,14890.0,Boomers
17488,New Zealand,1988,False,3,102.0,390900,26.09,45493075684.0,14890.0,Silent
17489,New Zealand,1988,True,5,10.0,89500,11.17,45493075684.0,14890.0,G.I. Generation
17490,New Zealand,1988,True,2,29.0,274400,10.57,45493075684.0,14890.0,Boomers
17491,New Zealand,1988,True,4,25.0,261500,9.56,45493075684.0,14890.0,G.I. Generation
17492,New Zealand,1988,True,1,25.0,285700,8.75,45493075684.0,14890.0,Generation X
17493,New Zealand,1988,True,3,14.0,387600,3.61,45493075684.0,14890.0,Silent
17494,New Zealand,1988,False,0,2.0,263500,0.76,45493075684.0,14890.0,Generation X
17495,New Zealand,1988,True,0,0.0,251700,0.0,45493075684.0,14890.0,Generation X
17496,New Zealand,1989,False,1,111.0,285400,38.89,44170562822.0,14417.0,Generation X
17497,New Zealand,1989,False,5,21.0,54400,38.6,44170562822.0,14417.0,G.I. Generation
17498,New Zealand,1989,False,2,79.0,267800,29.5,44170562822.0,14417.0,Boomers
17499,New Zealand,1989,False,3,96.0,396900,24.19,44170562822.0,14417.0,Silent
17500,New Zealand,1989,False,4,57.0,240700,23.68,44170562822.0,14417.0,G.I. Generation
17501,New Zealand,1989,True,4,24.0,261100,9.19,44170562822.0,14417.0,G.I. Generation
17502,New Zealand,1989,True,2,22.0,276100,7.97,44170562822.0,14417.0,Boomers
17503,New Zealand,1989,True,1,20.0,283000,7.07,44170562822.0,14417.0,Generation X
17504,New Zealand,1989,True,3,25.0,398000,6.28,44170562822.0,14417.0,Silent
17505,New Zealand,1989,False,0,8.0,260100,3.08,44170562822.0,14417.0,Generation X
17506,New Zealand,1989,True,5,2.0,92200,2.17,44170562822.0,14417.0,G.I. Generation
17507,New Zealand,1989,True,0,0.0,248100,0.0,44170562822.0,14417.0,Generation X
17508,New Zealand,1990,False,1,111.0,283700,39.13,45519034244.0,14734.0,Generation X
17509,New Zealand,1990,False,5,21.0,56000,37.5,45519034244.0,14734.0,G.I. Generation
17510,New Zealand,1990,False,2,72.0,269100,26.76,45519034244.0,14734.0,Boomers
17511,New Zealand,1990,False,3,99.0,407200,24.31,45519034244.0,14734.0,Silent
17512,New Zealand,1990,False,4,58.0,242600,23.91,45519034244.0,14734.0,G.I. Generation
17513,New Zealand,1990,True,2,21.0,280600,7.48,45519034244.0,14734.0,Boomers
17514,New Zealand,1990,True,3,29.0,408600,7.1,45519034244.0,14734.0,Silent
17515,New Zealand,1990,True,1,19.0,278500,6.82,45519034244.0,14734.0,Generation X
17516,New Zealand,1990,True,4,17.0,261400,6.5,45519034244.0,14734.0,G.I. Generation
17517,New Zealand,1990,True,5,6.0,95600,6.28,45519034244.0,14734.0,G.I. Generation
17518,New Zealand,1990,False,0,2.0,257900,0.78,45519034244.0,14734.0,Generation X
17519,New Zealand,1990,True,0,0.0,248200,0.0,45519034244.0,14734.0,Generation X
17520,New Zealand,1991,False,1,109.0,285900,38.13,42756020707.0,13345.0,Generation X
17521,New Zealand,1991,False,2,95.0,277700,34.21,42756020707.0,13345.0,Boomers
17522,New Zealand,1991,False,5,17.0,58300,29.16,42756020707.0,13345.0,G.I. Generation
17523,New Zealand,1991,False,3,110.0,428300,25.68,42756020707.0,13345.0,Boomers
17524,New Zealand,1991,False,4,45.0,252700,17.81,42756020707.0,13345.0,Silent
17525,New Zealand,1991,True,3,40.0,433300,9.23,42756020707.0,13345.0,Boomers
17526,New Zealand,1991,True,4,18.0,271400,6.63,42756020707.0,13345.0,Silent
17527,New Zealand,1991,True,2,19.0,288800,6.58,42756020707.0,13345.0,Boomers
17528,New Zealand,1991,True,1,16.0,289300,5.53,42756020707.0,13345.0,Generation X
17529,New Zealand,1991,False,0,4.0,265700,1.51,42756020707.0,13345.0,Millenials
17530,New Zealand,1991,True,5,1.0,98700,1.01,42756020707.0,13345.0,G.I. Generation
17531,New Zealand,1991,True,0,0.0,253800,0.0,42756020707.0,13345.0,Millenials
17532,New Zealand,1992,False,1,112.0,284800,39.33,41636005955.0,12868.0,Generation X
17533,New Zealand,1992,False,2,98.0,278400,35.2,41636005955.0,12868.0,Boomers
17534,New Zealand,1992,False,4,67.0,254700,26.31,41636005955.0,12868.0,Silent
17535,New Zealand,1992,False,5,15.0,60000,25.0,41636005955.0,12868.0,G.I. Generation
17536,New Zealand,1992,False,3,101.0,440400,22.93,41636005955.0,12868.0,Boomers
17537,New Zealand,1992,True,4,22.0,272600,8.07,41636005955.0,12868.0,Silent
17538,New Zealand,1992,True,3,35.0,445300,7.86,41636005955.0,12868.0,Boomers
17539,New Zealand,1992,True,1,17.0,286500,5.93,41636005955.0,12868.0,Generation X
17540,New Zealand,1992,True,5,6.0,101700,5.9,41636005955.0,12868.0,G.I. Generation
17541,New Zealand,1992,True,2,15.0,290000,5.17,41636005955.0,12868.0,Boomers
17542,New Zealand,1992,False,0,4.0,267200,1.5,41636005955.0,12868.0,Millenials
17543,New Zealand,1992,True,0,1.0,254000,0.39,41636005955.0,12868.0,Millenials
17544,New Zealand,1993,False,1,110.0,282600,38.92,46712018141.0,14271.0,Generation X
17545,New Zealand,1993,False,2,78.0,279500,27.91,46712018141.0,14271.0,Boomers
17546,New Zealand,1993,False,5,15.0,61000,24.59,46712018141.0,14271.0,G.I. Generation
17547,New Zealand,1993,False,3,95.0,452700,20.99,46712018141.0,14271.0,Boomers
17548,New Zealand,1993,False,4,49.0,257600,19.02,46712018141.0,14271.0,Silent
17549,New Zealand,1993,True,2,27.0,291800,9.25,46712018141.0,14271.0,Boomers
17550,New Zealand,1993,True,4,18.0,274500,6.56,46712018141.0,14271.0,Silent
17551,New Zealand,1993,True,3,28.0,458200,6.11,46712018141.0,14271.0,Boomers
17552,New Zealand,1993,True,1,16.0,282900,5.66,46712018141.0,14271.0,Generation X
17553,New Zealand,1993,True,5,4.0,104200,3.84,46712018141.0,14271.0,G.I. Generation
17554,New Zealand,1993,False,0,2.0,271200,0.74,46712018141.0,14271.0,Millenials
17555,New Zealand,1993,True,0,1.0,257000,0.39,46712018141.0,14271.0,Millenials
17556,New Zealand,1994,False,1,111.0,280300,39.6,55154160816.0,16615.0,Generation X
17557,New Zealand,1994,False,5,22.0,62200,35.37,55154160816.0,16615.0,G.I. Generation
17558,New Zealand,1994,False,2,93.0,281200,33.07,55154160816.0,16615.0,Boomers
17559,New Zealand,1994,False,4,76.0,261200,29.1,55154160816.0,16615.0,Silent
17560,New Zealand,1994,False,3,102.0,466900,21.85,55154160816.0,16615.0,Boomers
17561,New Zealand,1994,True,1,26.0,279500,9.3,55154160816.0,16615.0,Generation X
17562,New Zealand,1994,True,5,9.0,106200,8.47,55154160816.0,16615.0,G.I. Generation
17563,New Zealand,1994,True,2,23.0,294100,7.82,55154160816.0,16615.0,Boomers
17564,New Zealand,1994,True,4,16.0,277300,5.77,55154160816.0,16615.0,Silent
17565,New Zealand,1994,True,3,27.0,472900,5.71,55154160816.0,16615.0,Boomers
17566,New Zealand,1994,False,0,5.0,276200,1.81,55154160816.0,16615.0,Millenials
17567,New Zealand,1994,True,0,2.0,261500,0.76,55154160816.0,16615.0,Millenials
17568,New Zealand,1995,False,1,123.0,278900,44.1,63918039320.0,18945.0,Generation X
17569,New Zealand,1995,False,2,96.0,283000,33.92,63918039320.0,18945.0,Generation X
17570,New Zealand,1995,False,5,19.0,64300,29.55,63918039320.0,18945.0,G.I. Generation
17571,New Zealand,1995,False,3,123.0,481700,25.53,63918039320.0,18945.0,Boomers
17572,New Zealand,1995,False,4,64.0,264900,24.16,63918039320.0,18945.0,Silent
17573,New Zealand,1995,True,1,34.0,276400,12.3,63918039320.0,18945.0,Generation X
17574,New Zealand,1995,True,5,9.0,109500,8.22,63918039320.0,18945.0,G.I. Generation
17575,New Zealand,1995,True,3,36.0,488300,7.37,63918039320.0,18945.0,Boomers
17576,New Zealand,1995,True,2,20.0,296900,6.74,63918039320.0,18945.0,Generation X
17577,New Zealand,1995,True,4,15.0,279800,5.36,63918039320.0,18945.0,Silent
17578,New Zealand,1995,False,0,4.0,282500,1.42,63918039320.0,18945.0,Millenials
17579,New Zealand,1995,True,0,2.0,267600,0.75,63918039320.0,18945.0,Millenials
17580,New Zealand,1996,False,2,121.0,285400,42.4,70140835299.0,20434.0,Generation X
17581,New Zealand,1996,False,1,105.0,277900,37.78,70140835299.0,20434.0,Generation X
17582,New Zealand,1996,False,5,19.0,66500,28.57,70140835299.0,20434.0,G.I. Generation
17583,New Zealand,1996,False,4,68.0,269300,25.25,70140835299.0,20434.0,Silent
17584,New Zealand,1996,False,3,112.0,496800,22.54,70140835299.0,20434.0,Boomers
17585,New Zealand,1996,True,1,38.0,273100,13.91,70140835299.0,20434.0,Generation X
17586,New Zealand,1996,True,2,21.0,300200,7.0,70140835299.0,20434.0,Generation X
17587,New Zealand,1996,True,3,31.0,504300,6.15,70140835299.0,20434.0,Boomers
17588,New Zealand,1996,True,4,13.0,283300,4.59,70140835299.0,20434.0,Silent
17589,New Zealand,1996,True,5,5.0,112700,4.44,70140835299.0,20434.0,G.I. Generation
17590,New Zealand,1996,True,0,4.0,273800,1.46,70140835299.0,20434.0,Millenials
17591,New Zealand,1996,False,0,3.0,289200,1.04,70140835299.0,20434.0,Millenials
17592,New Zealand,1997,False,2,124.0,283300,43.77,66074513018.0,19041.0,Generation X
17593,New Zealand,1997,False,1,113.0,275100,41.08,66074513018.0,19041.0,Generation X
17594,New Zealand,1997,False,5,19.0,68800,27.62,66074513018.0,19041.0,G.I. Generation
17595,New Zealand,1997,False,3,120.0,508800,23.58,66074513018.0,19041.0,Boomers
17596,New Zealand,1997,False,4,60.0,272800,21.99,66074513018.0,19041.0,Silent
17597,New Zealand,1997,True,1,29.0,267800,10.83,66074513018.0,19041.0,Generation X
17598,New Zealand,1997,True,2,30.0,299300,10.02,66074513018.0,19041.0,Generation X
17599,New Zealand,1997,True,3,42.0,518000,8.11,66074513018.0,19041.0,Boomers
17600,New Zealand,1997,True,5,5.0,115700,4.32,66074513018.0,19041.0,G.I. Generation
17601,New Zealand,1997,True,4,12.0,286000,4.2,66074513018.0,19041.0,Silent
17602,New Zealand,1997,False,0,5.0,295200,1.69,66074513018.0,19041.0,Millenials
17603,New Zealand,1997,True,0,3.0,279400,1.07,66074513018.0,19041.0,Millenials
17604,New Zealand,1998,False,2,109.0,278300,39.17,56227696195.0,16052.0,Generation X
17605,New Zealand,1998,False,1,104.0,272800,38.12,56227696195.0,16052.0,Generation X
17606,New Zealand,1998,False,5,20.0,71400,28.01,56227696195.0,16052.0,G.I. Generation
17607,New Zealand,1998,False,4,70.0,276300,25.33,56227696195.0,16052.0,Silent
17608,New Zealand,1998,False,3,130.0,521600,24.92,56227696195.0,16052.0,Boomers
17609,New Zealand,1998,True,1,35.0,263700,13.27,56227696195.0,16052.0,Generation X
17610,New Zealand,1998,True,2,25.0,295400,8.46,56227696195.0,16052.0,Generation X
17611,New Zealand,1998,True,3,45.0,532900,8.44,56227696195.0,16052.0,Boomers
17612,New Zealand,1998,True,4,17.0,288900,5.88,56227696195.0,16052.0,Silent
17613,New Zealand,1998,True,5,6.0,118800,5.05,56227696195.0,16052.0,G.I. Generation
17614,New Zealand,1998,False,0,9.0,299400,3.01,56227696195.0,16052.0,Millenials
17615,New Zealand,1998,True,0,4.0,283300,1.41,56227696195.0,16052.0,Millenials
17616,New Zealand,1999,False,2,106.0,275910,38.42,58762260626.0,16556.0,Generation X
17617,New Zealand,1999,False,1,83.0,267510,31.03,58762260626.0,16556.0,Generation X
17618,New Zealand,1999,False,5,18.0,74230,24.25,58762260626.0,16556.0,G.I. Generation
17619,New Zealand,1999,False,3,125.0,533840,23.42,58762260626.0,16556.0,Boomers
17620,New Zealand,1999,False,4,50.0,282950,17.67,58762260626.0,16556.0,Silent
17621,New Zealand,1999,True,1,37.0,262170,14.11,58762260626.0,16556.0,Generation X
17622,New Zealand,1999,True,3,50.0,548710,9.11,58762260626.0,16556.0,Boomers
17623,New Zealand,1999,True,2,20.0,294350,6.79,58762260626.0,16556.0,Generation X
17624,New Zealand,1999,True,4,15.0,295670,5.07,58762260626.0,16556.0,Silent
17625,New Zealand,1999,True,5,6.0,122450,4.9,58762260626.0,16556.0,G.I. Generation
17626,New Zealand,1999,True,0,3.0,288000,1.04,58762260626.0,16556.0,Millenials
17627,New Zealand,1999,False,0,3.0,303510,0.99,58762260626.0,16556.0,Millenials
17628,New Zealand,2000,False,2,105.0,270430,38.83,52622842840.0,14725.0,Generation X
17629,New Zealand,2000,False,1,81.0,266610,30.38,52622842840.0,14725.0,Generation X
17630,New Zealand,2000,False,3,113.0,540160,20.92,52622842840.0,14725.0,Boomers
17631,New Zealand,2000,False,5,16.0,77050,20.77,52622842840.0,14725.0,G.I. Generation
17632,New Zealand,2000,False,4,57.0,287820,19.8,52622842840.0,14725.0,Silent
17633,New Zealand,2000,True,2,21.0,290740,7.22,52622842840.0,14725.0,Generation X
17634,New Zealand,2000,True,1,15.0,261330,5.74,52622842840.0,14725.0,Generation X
17635,New Zealand,2000,True,3,30.0,558340,5.37,52622842840.0,14725.0,Boomers
17636,New Zealand,2000,True,4,12.0,300560,3.99,52622842840.0,14725.0,Silent
17637,New Zealand,2000,True,5,4.0,125530,3.19,52622842840.0,14725.0,G.I. Generation
17638,New Zealand,2000,False,0,3.0,305390,0.98,52622842840.0,14725.0,Millenials
17639,New Zealand,2000,True,0,1.0,289730,0.35,52622842840.0,14725.0,Millenials
17640,New Zealand,2001,False,2,92.0,264130,34.83,53872425917.0,14968.0,Generation X
17641,New Zealand,2001,False,1,87.0,269420,32.29,53872425917.0,14968.0,Millenials
17642,New Zealand,2001,False,5,25.0,80070,31.22,53872425917.0,14968.0,Silent
17643,New Zealand,2001,False,3,130.0,544420,23.88,53872425917.0,14968.0,Boomers
17644,New Zealand,2001,False,4,54.0,294430,18.34,53872425917.0,14968.0,Silent
17645,New Zealand,2001,True,2,29.0,284680,10.19,53872425917.0,14968.0,Generation X
17646,New Zealand,2001,True,1,23.0,263730,8.72,53872425917.0,14968.0,Millenials
17647,New Zealand,2001,True,5,9.0,128740,6.99,53872425917.0,14968.0,Silent
17648,New Zealand,2001,True,3,39.0,565790,6.89,53872425917.0,14968.0,Boomers
17649,New Zealand,2001,True,4,17.0,307490,5.53,53872425917.0,14968.0,Silent
17650,New Zealand,2001,True,0,2.0,289760,0.69,53872425917.0,14968.0,Millenials
17651,New Zealand,2001,False,0,1.0,306430,0.33,53872425917.0,14968.0,Millenials
17652,New Zealand,2002,False,2,82.0,263160,31.16,66627729311.0,18208.0,Generation X
17653,New Zealand,2002,False,3,131.0,550840,23.78,66627729311.0,18208.0,Boomers
17654,New Zealand,2002,False,1,66.0,280450,23.53,66627729311.0,18208.0,Millenials
17655,New Zealand,2002,False,4,59.0,304480,19.38,66627729311.0,18208.0,Silent
17656,New Zealand,2002,False,5,16.0,83290,19.21,66627729311.0,18208.0,Silent
17657,New Zealand,2002,True,1,30.0,271530,11.05,66627729311.0,18208.0,Millenials
17658,New Zealand,2002,True,2,26.0,282330,9.21,66627729311.0,18208.0,Generation X
17659,New Zealand,2002,True,3,39.0,573790,6.8,66627729311.0,18208.0,Boomers
17660,New Zealand,2002,True,4,13.0,317610,4.09,66627729311.0,18208.0,Silent
17661,New Zealand,2002,True,5,5.0,131060,3.82,66627729311.0,18208.0,Silent
17662,New Zealand,2002,True,0,0.0,292230,0.0,66627729311.0,18208.0,Millenials
17663,New Zealand,2002,False,0,0.0,308420,0.0,66627729311.0,18208.0,Millenials
17664,New Zealand,2003,False,5,27.0,86840,31.09,88250885550.0,23663.0,Silent
17665,New Zealand,2003,False,2,80.0,264090,30.29,88250885550.0,23663.0,Generation X
17666,New Zealand,2003,False,3,143.0,558950,25.58,88250885550.0,23663.0,Boomers
17667,New Zealand,2003,False,1,66.0,292920,22.53,88250885550.0,23663.0,Millenials
17668,New Zealand,2003,False,4,58.0,314200,18.46,88250885550.0,23663.0,Silent
17669,New Zealand,2003,True,1,31.0,281350,11.02,88250885550.0,23663.0,Millenials
17670,New Zealand,2003,True,3,56.0,583610,9.6,88250885550.0,23663.0,Boomers
17671,New Zealand,2003,True,5,11.0,133600,8.23,88250885550.0,23663.0,Silent
17672,New Zealand,2003,True,2,22.0,281770,7.81,88250885550.0,23663.0,Generation X
17673,New Zealand,2003,True,4,20.0,327420,6.11,88250885550.0,23663.0,Silent
17674,New Zealand,2003,False,0,4.0,310850,1.29,88250885550.0,23663.0,Millenials
17675,New Zealand,2003,True,0,1.0,293820,0.34,88250885550.0,23663.0,Millenials
17676,New Zealand,2004,False,5,28.0,89210,31.39,103904537815.0,27325.0,Silent
17677,New Zealand,2004,False,2,76.0,265490,28.63,103904537815.0,27325.0,Generation X
17678,New Zealand,2004,False,1,83.0,296450,28.0,103904537815.0,27325.0,Millenials
17679,New Zealand,2004,False,3,133.0,569570,23.35,103904537815.0,27325.0,Boomers
17680,New Zealand,2004,False,4,58.0,325010,17.85,103904537815.0,27325.0,Silent
17681,New Zealand,2004,True,1,30.0,289050,10.38,103904537815.0,27325.0,Millenials
17682,New Zealand,2004,True,2,19.0,285690,6.65,103904537815.0,27325.0,Generation X
17683,New Zealand,2004,True,3,38.0,599380,6.34,103904537815.0,27325.0,Boomers
17684,New Zealand,2004,True,4,20.0,338890,5.9,103904537815.0,27325.0,Silent
17685,New Zealand,2004,True,5,4.0,135340,2.96,103904537815.0,27325.0,Silent
17686,New Zealand,2004,False,0,4.0,312260,1.28,103904537815.0,27325.0,Millenials
17687,New Zealand,2004,True,0,2.0,296170,0.68,103904537815.0,27325.0,Millenials
17688,New Zealand,2005,False,2,86.0,264490,32.52,114718721397.0,29803.0,Generation X
17689,New Zealand,2005,False,1,84.0,300360,27.97,114718721397.0,29803.0,Millenials
17690,New Zealand,2005,False,3,138.0,576380,23.94,114718721397.0,29803.0,Boomers
17691,New Zealand,2005,False,5,16.0,92350,17.33,114718721397.0,29803.0,Silent
17692,New Zealand,2005,False,4,58.0,335140,17.31,114718721397.0,29803.0,Silent
17693,New Zealand,2005,True,2,26.0,284850,9.13,114718721397.0,29803.0,Generation X
17694,New Zealand,2005,True,1,24.0,294110,8.16,114718721397.0,29803.0,Millenials
17695,New Zealand,2005,True,3,49.0,608650,8.05,114718721397.0,29803.0,Boomers
17696,New Zealand,2005,True,5,9.0,137460,6.55,114718721397.0,29803.0,Silent
17697,New Zealand,2005,True,4,22.0,349600,6.29,114718721397.0,29803.0,Silent
17698,New Zealand,2005,True,0,2.0,294940,0.68,114718721397.0,29803.0,Millenials
17699,New Zealand,2005,False,0,0.0,310950,0.0,114718721397.0,29803.0,Millenials
17700,New Zealand,2006,False,1,95.0,305250,31.12,111608845081.0,28628.0,Millenials
17701,New Zealand,2006,False,2,72.0,263090,27.37,111608845081.0,28628.0,Generation X
17702,New Zealand,2006,False,3,136.0,584130,23.28,111608845081.0,28628.0,Boomers
17703,New Zealand,2006,False,4,69.0,344980,20.0,111608845081.0,28628.0,Silent
17704,New Zealand,2006,False,5,14.0,95930,14.59,111608845081.0,28628.0,Silent
17705,New Zealand,2006,True,2,28.0,283300,9.88,111608845081.0,28628.0,Generation X
17706,New Zealand,2006,True,3,52.0,619730,8.39,111608845081.0,28628.0,Boomers
17707,New Zealand,2006,True,1,24.0,299490,8.01,111608845081.0,28628.0,Millenials
17708,New Zealand,2006,True,4,23.0,360390,6.38,111608845081.0,28628.0,Silent
17709,New Zealand,2006,True,5,8.0,139990,5.71,111608845081.0,28628.0,Silent
17710,New Zealand,2006,True,0,4.0,293570,1.36,111608845081.0,28628.0,Millenials
17711,New Zealand,2006,False,0,2.0,308750,0.65,111608845081.0,28628.0,Millenials
17712,New Zealand,2007,False,2,80.0,262570,30.47,137316087308.0,34892.0,Generation X
17713,New Zealand,2007,False,3,150.0,588830,25.47,137316087308.0,34892.0,Boomers
17714,New Zealand,2007,False,5,23.0,99040,23.22,137316087308.0,34892.0,Silent
17715,New Zealand,2007,False,1,70.0,309990,22.58,137316087308.0,34892.0,Millenials
17716,New Zealand,2007,False,4,52.0,354950,14.65,137316087308.0,34892.0,Silent
